🅾廣東🅾,#genre#
now新闻,rtmp://v3948069e.live.126.net/live/UBlive/u/b/ub/fwq4/hed111tdy.flv
RTHK31,http://v3948069e.live.126.net/live/us01/hk20200114rt31.flv
RTHK32,http://v3948069e.live.126.net/live/us01/hk20200114rt32.flv
有线新闻,http://125.89.166.215:80/live-hwcdn.utvlive.top/live/fe19cd44717842fea90503d10aa7bab9/543b4d76d8614cf49194abe9db521736-1.m3u8
无线新闻,http://v3948069e.live.126.net/live/us01/hk20200114wxnews.flv
无线财经,http://v3948069e.live.126.net/live/us01/hk20200114wxcjnews.flv
卫视卡式,http://v3948069e.live.126.net/live/us01/tw20200114tvbkashi.flv
天映经典,rtmp://v3948069e.live.126.net/live/hdhhxhsgxhjshyrgfzhsf/mszb201211tyjd202111.flv
私人影院,rtmp://v3948069e.live.126.net/live/hdhhxhsgxhjshyrgfzhsf/mszb1456dtyiepphgtgj.flv
民视,http://v3948069e.live.126.net/live/us01/tw20200114minshi.flv
华视,http://v3948069e.live.126.net/live/us01/tw20200114huashi.flv
中视,http://v3948069e.live.126.net/live/us01/tw20200114zhongshi.flv
台视,http://v3948069e.live.126.net/live/us01/tw20200114taishi.flv
公视,rtmp://v3948069e.live.126.net/live/hdhhxhsgxhjshyrgfzhsf/mszb20210118GS.flv
tvbs新闻,http://v3948069e.live.126.net/live/us01/hk20200114tvbnews.flv
寰宇新闻台,http://v3948069e.live.126.net/live/us01/tw20200114huanyunews.flv
東森财经,http://v3948069e.live.126.net/live/us01/hk20200114dongsencjnews.flv
東森超市,http://v3948069e.live.126.net/live/us01/hk20200114dongsenchaoshi.flv
東森洋片,rtmp://v3948069e.live.126.net/live/hdhhxhsgxhjshyrgfzhsf/mszb2021dsypabcd.flv
東森新闻,http://v3948069e.live.126.net/live/us01/tw20200114dongsennews.flv
纬来娱乐,http://v3948069e.live.126.net/live/us01/tw20200114weilaigames.flv
bbcnews,http://v3948069e.live.126.net/live/us01/tw20200114bbcnews.flv
cnnnews,http://v3948069e.live.126.net/live/us01/tw20200114cnnnews.flv
有线新闻,http://live-hwcdn.utvlive.top/live/97609933ef744f008e19a6e0d5ef9f2b/edd34677cc9548539d36b10c1c594b94-2.m3u8
有线新闻,http://player.ggiptv.com:13164/v/hkcxw.m3u8
有线财经,http://live-hwcdn.utvlive.top/live/add598ff3f90428da3fbebb644ba135b/2bbaa83758ba412bbdd8d08626c56eb4-2.m3u8
有线娱乐,http://live-hwcdn.utvlive.top/live/d4e03afe056a4f2da070d5f789f3ac9e/a5ed7598a90246199df373924de367d4-2.m3u8
TVB J2台,http://93.190.139.36:8278/streams/d/j2_twn/playlist.m3u8
TVB 星河台,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
TVB明珠台,http://93.190.139.36:8278/streams/d/pearl_twn/playlist.m3u8
TVB翡翠台,http://93.190.139.36:8278/streams/d/jade_twn/playlist.m3u8
TVB新聞台,http://93.190.139.36:8278/streams/d/inews_twn/playlist.m3u8
TVB財經台,http://93.190.139.36:8278/streams/d/tvbcaijing_twn/playlist.m3u8
星河频道HD,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
天映电影HD,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
天映经典HD,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
全佳频道HD,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
双星频道HD,http://50.7.161.82:8278/streams/d/Huanxi/playlist.m3u8
双星频道HD,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
BOO恐怖HD,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8

歌华HD,http://112.17.40.140/PLTV/88888888/224/3221226245/index.m3u8
天威HD,http://112.17.40.140/PLTV/88888888/224/3221226181/index.m3u8
敦煌电视台,http://117.156.28.119/270000001111/1110000028/index.m3u8
上海都市HD,http://39.134.168.76/PLTV/1/224/3221225610/index.m3u8
东方影视HD,http://39.134.168.76/PLTV/1/224/3221225612/index.m3u8
五星体育HD,http://39.134.39.38/PLTV/88888888/224/3221226178/index.m3u8
生活时尚HD,http://39.134.168.76/PLTV/1/224/3221225498/index.m3u8
都市剧场HD,http://39.134.186.42/PLTV/88888888/224/3221226825/index.m3u8
欢笑剧场HD,http://39.134.39.38/PLTV/88888888/224/3221226203/index.m3u8
CHC高清电影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240325_1
CHC动作电影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240324_1/encoder/0/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1
四川影视,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
精彩综艺高清2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226009/index.m3u8
精彩电影高清2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
精彩电视剧高清2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CHC家庭影院2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
🅾好看🅾,#genre#
凤凰中文台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_phcn&key=84797b799ae18d1b
凤凰资讯台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_phzx&key=84797b799ae18d1b
凤凰香港台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_phhk&key=84797b799ae18d1b
无线新闻台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1005&key=84797b799ae18d1b
翡翠台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1001&key=84797b799ae18d1b
j2台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1002&key=84797b799ae18d1b
无线财经台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1003&key=84797b799ae18d1b
明珠台,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1004&key=84797b799ae18d1b
星河台,http://96.44.140.132:18006/view.php?type=m3u8&id=c_58031&key=84797b799ae18d1b
澳门台,http://96.44.140.132:18006/view.php?type=m3u8&id=c_58031&key=84797b799ae18d1b
民视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8813&key=84797b799ae18d1b
民视新闻台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8820&key=84797b799ae18d1b
公视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8817&key=84797b799ae18d1b
公视台语,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8818&key=84797b799ae18d1b
公视3,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8819&key=84797b799ae18d1b
台视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8815&key=84797b799ae18d1b
台视综合,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8828&key=84797b799ae18d1b
台视新闻,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8822&key=84797b799ae18d1b
华视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8816&key=84797b799ae18d1b
华视新闻资讯,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8823&key=84797b799ae18d1b
客家电视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8825&key=84797b799ae18d1b
原住民,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8824&key=84797b799ae18d1b
非凡商业,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12023&key=84797b799ae18d1b
非凡新闻,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12024&key=84797b799ae18d1b
中视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8814&key=84797b799ae18d1b
中视新闻,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8821&key=84797b799ae18d1b
中视菁采,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8827&key=84797b799ae18d1b
中视经典,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8826&key=84797b799ae18d1b
台视财经,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8829&key=84797b799ae18d1b
美亚电影台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11001&key=84797b799ae18d1b
卫视中文台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13018&key=84797b799ae18d1b
卫视电影台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13017&key=84797b799ae18d1b
卫视洋片台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11002&key=84797b799ae18d1b
星卫电影台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11003&key=84797b799ae18d1b
星卫娱乐台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11004&key=84797b799ae18d1b
国家地理野生,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11008&key=84797b799ae18d1b
华纳电影,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11011&key=84797b799ae18d1b
韩国娱乐台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11016&key=84797b799ae18d1b
Cbeebies卡通,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11018&key=84797b799ae18d1b
Baby TV,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11014&key=84797b799ae18d1b
Life Time,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11017&key=84797b799ae18d1b
亚洲旅游台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11020&key=84797b799ae18d1b
FOX ,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12001&key=84797b799ae18d1b
FOX MOVIES,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12002&key=84797b799ae18d1b
FOX CRIME,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11009&key=84797b799ae18d1b
FOX family,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11010&key=84797b799ae18d1b
FOX SPORTS,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12003&key=84797b799ae18d1b
FOX SPORTS 2,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12004&key=84797b799ae18d1b
FOX Sport 3,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11019&key=84797b799ae18d1b
TVN,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11015&key=84797b799ae18d1b
Eleven Sports Plus,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11006&key=84797b799ae18d1b
Eleven Sports 2,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11007&key=84797b799ae18d1b
Fx Movie Channel,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11012&key=84797b799ae18d1b
Crime Investigation,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11013&key=84797b799ae18d1b
博斯运动,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12005&key=84797b799ae18d1b
博斯运动2,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12006&key=84797b799ae18d1b
博斯高球,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12007&key=84797b799ae18d1b
博斯高球2,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12008&key=84797b799ae18d1b
博斯魅力,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12009&key=84797b799ae18d1b
博斯网球,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12010&key=84797b799ae18d1b
博斯無限,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12011&key=84797b799ae18d1b
CNN,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12012&key=84797b799ae18d1b
MTV台湾,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12013&key=84797b799ae18d1b
Z频道,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12014&key=84797b799ae18d1b
EYE TV旅游,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8807&key=84797b799ae18d1b
NBA动态,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8810&key=84797b799ae18d1b
东风37,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12015&key=84797b799ae18d1b
年代MUCH,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12016&key=84797b799ae18d1b
年代新闻,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12017&key=84797b799ae18d1b
JET综合,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12018&key=84797b799ae18d1b
龙翔时代,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12019&key=84797b799ae18d1b
霹雳台湾台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12020&key=84797b799ae18d1b
MOMO亲子台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12021&key=84797b799ae18d1b
国兴卫视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12022&key=84797b799ae18d1b
动物星球,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13014&key=84797b799ae18d1b
ANIMAX,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13020&key=84797b799ae18d1b
AXN,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13021&key=84797b799ae18d1b
EVE,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13006&key=84797b799ae18d1b
DMAX,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13011&key=84797b799ae18d1b
Travel Channel,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13024&key=84797b799ae18d1b
HBO,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13001&key=84797b799ae18d1b
HBO HITS,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13002&key=84797b799ae18d1b
HBO signature,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13004&key=84797b799ae18d1b
Asian Food Network,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13005&key=84797b799ae18d1b
HBO family,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13003&key=84797b799ae18d1b
HITS,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13007&key=84797b799ae18d1b
Discovery,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13008&key=84797b799ae18d1b
Discovery Scirnce,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13010&key=84797b799ae18d1b
Discovery Asia,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13009&key=84797b799ae18d1b
National Geographic,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13012&key=84797b799ae18d1b
TLC,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13013&key=84797b799ae18d1b
CN卡通频道,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13015&key=84797b799ae18d1b
Hollywood,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13016&key=84797b799ae18d1b
Euro Sports,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13023&key=84797b799ae18d1b
CINEMAX,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13022&key=84797b799ae18d1b
Disney卡通,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13019&key=84797b799ae18d1b
三立戏剧台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8809&key=84797b799ae18d1b
三立iNEWS,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14022&key=84797b799ae18d1b
三立台湾台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14023&key=84797b799ae18d1b
三立都会台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14024&key=84797b799ae18d1b
三立新闻台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14021&key=84797b799ae18d1b
东森新闻,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14001&key=84797b799ae18d1b
东森财经新闻,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14004&key=84797b799ae18d1b
东森洋片,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14003&key=84797b799ae18d1b
东森电影,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14002&key=84797b799ae18d1b
东森戏剧,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14005&key=84797b799ae18d1b
东森超视,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14008&key=84797b799ae18d1b
东森综合,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14006&key=84797b799ae18d1b
东森幼幼,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14007&key=84797b799ae18d1b
纬来综合,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14014&key=84797b799ae18d1b
纬来电影,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14009&key=84797b799ae18d1b
纬来育樂,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14010&key=84797b799ae18d1b
纬来日本,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14013&key=84797b799ae18d1b
纬来体育,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14011&key=84797b799ae18d1b
纬来戏剧,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14012&key=84797b799ae18d1b
TVBS,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14015&key=84797b799ae18d1b
TVBS新闻台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14017&key=84797b799ae18d1b
TVBS欢乐台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14016&key=84797b799ae18d1b
中天新闻,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14018&key=84797b799ae18d1b
中天娱乐,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14020&key=84797b799ae18d1b
中天综合,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14019&key=84797b799ae18d1b
寰宇新闻台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15005&key=84797b799ae18d1b
八大综合台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15002&key=84797b799ae18d1b
八大娱乐台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15004&key=84797b799ae18d1b
八大第一台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15001&key=84797b799ae18d1b
八大戏剧台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15003&key=84797b799ae18d1b
壹电影,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15006&key=84797b799ae18d1b
美食星球,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8804&key=84797b799ae18d1b
BBC WORLD NEWS,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15007&key=84797b799ae18d1b
BBC Lifestyle,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8805&key=84797b799ae18d1b
BBC Earth,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11005&key=84797b799ae18d1b
Food Network,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8802&key=84797b799ae18d1b
Food Network,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8801&key=84797b799ae18d1b
Baby First,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8803&key=84797b799ae18d1b
Outdoor Channel,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8806&key=84797b799ae18d1b
History,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8811&key=84797b799ae18d1b
History Channel 2,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8812&key=84797b799ae18d1b
HGTV,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8808&key=84797b799ae18d1b
🅾网络🅾,#genre#
CCTV兵器科技,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=bqkj  
CCTV央视台球,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=ystq  
CCTV文化精品,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=ysjp   
CCTV精品剧场,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jpjc  
CCTV世界地理,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=sjdl   
CCTV高尔网球,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=gefwq   
CCTV怀旧剧场,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=hjjc   
CCTV第一剧场,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=dyjc   
CCTV风云剧场,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=fyjc   
CCTV风云音乐,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=fyyy   
CCTV风云足球,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=fyzq   
CCTV女性时尚,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=nxss   
CCTV卫生健康,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wsjk   
CCTV老故事台,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lgs 
CCTV发现之旅,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=fxzl   
CCTV中学生台,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=hbxxzn 
DOX电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=yxsj 
DOX新知,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxxz   
DOX新艺,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxxy   
DOX怡家,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxyj   
DOX英伦,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxyl   
DOX院线,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxyx   
DOX映画,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxyh   
DOX雅趣,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxyq
DOX剧场,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=doxjc
CIBN综合,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=DianJing
CIBN怡家,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=JiaoYu
CIBN生活,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=ShengHuo
CIBN新知,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=ZongHe
CIBN映画,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=TiYu
CIBN好物,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=178
CIBN微电影,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=YingXiong
CIBN纪录片,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=JianKang
CIBN真人秀,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=LuShi
CIBN全电竞,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=115
CIBN流金岁月,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=Shoucang
CIBN古装剧场,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=QingGan
CIBN骄阳剧场,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=MeiZhuang
CIBN朵丫乐园,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=QiChe
CIBN炫佳动漫,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=JingPi
CIBN东方教育,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=HanWenHua
CIBN风尚运动,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=DanJi
CIBN时尚生活,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=DongLinFaYin
CIBN经典剧场,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=DOTA2
CIBN品质生活,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=1
CIBN动漫剧场,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=QinZi
CIBN家居用品,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=jiayougouwu
CIBN底价秒杀,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=300
CIBN家装精选,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=301
CIBN美食厨房,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=302
CIBN老陈座谈,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=136
CIBN全球歌曲,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=338
CIBN巨星演唱,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=135
CIBN流行榜单,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=155
CIBN经典乐场,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=162
CIBN女团专场,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=208
CIBN音乐综艺,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=145
CIBN经典音乐,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=128
CIBN古典音乐,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=78
CIBN莎翁戏剧,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=68
CIBN精品收藏,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=501
CIBN中国交通,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=7
CIBN环球奇观,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=8
CIBN誓言,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=73
CIBN姐妹兄弟,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=69
CIBN烧饼皇后,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=70
CIBN狙击,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=74
CIBN黑狐之风影,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=71
CIBN文化鉴赏,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=56
CIBN神探包青天,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=66
CIBN幼儿绘画,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=57
CIBN问题大挑战,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=58
CIBN三国演义,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=61
CIBN好家伙,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=67
CIBN情谜睡美人,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=72
CIBN快乐小百科,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=59
CIBN三毛流浪记,http://cdn.chxjon.cn/iptv/QQ582185381/cibn.php?id=60
CHC家庭影院,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=chcjt
CHC动作电影,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=chcdz     
CHC高清电影,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=chcgq  
